id,regionname,countryname_x,prodline,lendinginstr,lendinginstrtype,projectstatusdisplay,project_name,boardapprovaldate,board_approval_month,closingdate,lendprojectcost,ibrdcommamt,idacommamt,totalamt,url,sector1,year,countrycode,countryname_y,GDP,Population,Rural Population,Electricity Access,Agricultural Land
55159,Europe and Central Asia,Republic of Uzbekistan,PE,Specific Investment Loan,IN,Closed,Enterprise Institution Building Project,1998-06-18 00:00:00+00:00,6,2005-06-30 00:00:00+00:00,47700000.0,28000000,0,28000000,http://projects.worldbank.org/P055159/enterprise-institution-building-project?lang=en,Other Industry; Trade and Services,1998,UZB,,,,,,
36414,East Asia and Pacific,People's Republic of China,PE,Specific Investment Loan,IN,Closed,GUANGXI URBAN ENVIRONMENT PROJECT,1998-06-16 00:00:00+00:00,6,2007-12-31 00:00:00+00:00,175000000.0,72000000,20000000,92000000,http://projects.worldbank.org/P036414/guangxi-urban-environment-project?lang=en,Sewerage,1998,CHN,,,,,,
57345,Africa,Republic of Benin,PE,Learning and Innovation Loan,IN,Closed,BORGOU PILOT RSP,1998-06-16 00:00:00+00:00,6,2002-06-30 00:00:00+00:00,5000000.0,0,4000000,4000000,http://projects.worldbank.org/P057345/borgou-pilot-rsp?lang=en,Social Protection,1998,BEN,Benin,2455092582.30927,6470265.0,62.301,18.1177425384521,27.0485987938985
53243,Latin America and Caribbean,Republic of Colombia,PE,Learning and Innovation Loan,IN,Closed,Peasant Enterprise Zones Development Project,1998-06-15 00:00:00+00:00,6,2003-12-31 00:00:00+00:00,5000000.0,5000000,0,5000000,http://projects.worldbank.org/P053243/peasant-enterprise-zones-development-project?lang=en,Other Agriculture; Fishing and Forestry,1998,COL,,,,,,
6861,Latin America and Caribbean,Republic of Colombia,PE,Specific Investment Loan,IN,Closed,Urban Infrastructure Services Development Loan,1998-06-11 00:00:00+00:00,6,2004-06-30 00:00:00+00:00,200000000.0,75000000,0,75000000,http://projects.worldbank.org/P006861/urban-infrastructure-services-development-loan?lang=en,ICT Infrastructure,1998,COL,,,,,,
35805,Europe and Central Asia,Republic of Armenia,PE,Specific Investment Loan,IN,Closed,Municipal Development Project,1998-06-11 00:00:00+00:00,6,2006-01-31 00:00:00+00:00,32800000.0,0,30000000,30000000,http://projects.worldbank.org/P035805/municipal-development-project?lang=en,Water Supply,1998,ARM,Armenia,1893726437.26462,3108684.0,34.774,98.8755035400391,46.6455918510713
40106,Latin America and Caribbean,Republic of Ecuador,PE,Specific Investment Loan,IN,Closed,Ecuador International Trade and Integration Project,1998-06-11 00:00:00+00:00,6,2003-06-30 00:00:00+00:00,42600000.0,21000000,0,21000000,http://projects.worldbank.org/P040106/ecuador-international-trade-integration-project?lang=en,Central Government (Central Agencies),1998,ECU,Ecuador,27981896948.4742,12163885.0,40.709,92.726642,32.3200193267837
55989,Africa,Republic of Ghana,PE,Structural Adjustment Loan,AD,Closed,Economic Reform Support Operation,1998-06-11 00:00:00+00:00,6,1998-12-31 00:00:00+00:00,50000000.0,0,50000000,50000000,http://projects.worldbank.org/P055989/economic-reform-support-operation?lang=en,Central Government (Central Agencies),1998,GHA,Ghana,7480968858.13149,18036494.0,57.582,42.6,58.3926342621078
39084,Latin America and Caribbean,Republic of Ecuador,PE,Sector Investment and Maintenance Loan,IN,Closed,HEALTH SERVICES MODERNIZATION PROJECT (MODERSA),1998-06-09 00:00:00+00:00,6,2006-09-30 00:00:00+00:00,65000000.0,45000000,0,45000000,http://projects.worldbank.org/P039084/health-services-modernization-project-modersa?lang=en,Health,1998,ECU,Ecuador,27981896948.4742,12163885.0,40.709,92.726642,32.3200193267837
946,Africa,Republic of Ghana,PE,Adaptable Program Loan,IN,Closed,Natural Resource Management Project,1998-06-04 00:00:00+00:00,6,2003-06-30 00:00:00+00:00,60000000.0,0,9300000,9300000,http://projects.worldbank.org/P000946/natural-resource-management-project?lang=en,Forestry,1998,GHA,Ghana,7480968858.13149,18036494.0,57.582,42.6,58.3926342621078
35730,Latin America and Caribbean,Organization of Eastern Caribbean States,PE,Technical Assistance Loan,IN,Closed,OECS: Telecommunication Reform,1998-06-04 00:00:00+00:00,6,2004-12-31 00:00:00+00:00,10000000.0,3600000,2400000,6000000,http://projects.worldbank.org/P035730/oecs-telecommunication-reform?lang=en,Central Government (Central Agencies),1998,,,,,,,
53705,Latin America and Caribbean,Republic of Nicaragua,PE,Specific Investment Loan,IN,Closed,Road Rehabilitation and Maintenance (02) Project,1998-06-04 00:00:00+00:00,6,2005-06-24 00:00:00+00:00,108500000.0,0,47400000,47400000,http://projects.worldbank.org/P053705/road-rehabilitation-maintenance-02-project?lang=en,Roads and highways,1998,NIC,,,,,,
532,Africa,Republic of Chad,PE,Specific Investment Loan,IN,Closed,Household Energy Project,1998-06-02 00:00:00+00:00,6,2004-06-30 00:00:00+00:00,6000000.0,0,5300000,5300000,http://projects.worldbank.org/P000532/household-energy-project?lang=en,Trade,1998,TCD,Chad,1744794457.276,7759258.0,78.429,2.20311617851257,38.6197585768742
8503,Europe and Central Asia,Republic of Kazakhstan,PE,Adaptable Program Loan,IN,Closed,Agricultural Post Privatization Assistance Project (APL Phase #1),1998-06-02 00:00:00+00:00,6,2003-07-31 00:00:00+00:00,23800000.0,15000000,0,15000000,http://projects.worldbank.org/P008503/agricultural-post-privatization-assistance-project-apl-phase-1?lang=en,Other Non-bank Financial Institutions,1998,KAZ,,,,,,
35753,Latin America and Caribbean,Republic of Nicaragua,PE,Adaptable Program Loan,IN,Closed,Health Sector Modernization Credit,1998-06-02 00:00:00+00:00,6,2004-12-31 00:00:00+00:00,24000000.0,0,24000000,24000000,http://projects.worldbank.org/P035753/health-sector-modernization-credit?lang=en,Health,1998,NIC,,,,,,
45134,Europe and Central Asia,Bosnia and Herzegovina,PE,Specific Investment Loan,IN,Closed,Forestry Project,1998-06-02 00:00:00+00:00,6,2003-03-31 00:00:00+00:00,20200000.0,0,7000000,7000000,http://projects.worldbank.org/P045134/forestry-project?lang=en,Central Government (Central Agencies),1998,BIH,Bosnia and Herzegovina,4116699437.4041,3750485.0,60.652,98.5077209472656,42.1875
51855,East Asia and Pacific,Mongolia,PE,Technical Assistance Loan,IN,Closed,Mongolia Fiscal Accounting Technical Assistance (c 3081),1998-06-02 00:00:00+00:00,6,2005-09-30 00:00:00+00:00,5000000.0,0,5000000,5000000,http://projects.worldbank.org/P051855/mongolia-fiscal-accounting-technical-assistance-c-3081?lang=en,Central Government (Central Agencies),1998,MNG,,,,,,
3331,Africa,Republic of Zimbabwe,PE,Sector Investment and Maintenance Loan,IN,Closed,Agricultural Services and Management Project,1998-05-29 00:00:00+00:00,5,2001-07-31 00:00:00+00:00,33400000.0,0,8800000,8800000,http://projects.worldbank.org/P003331/agricultural-services-management-project?lang=en,Fisheries,1998,ZWE,Zimbabwe,6401968200.0,11893272.0,67.061,33.0707511901855,37.5339278790229
56491,East Asia and Pacific,People's Republic of China,PE,Emergency Recovery Loan,IN,Closed,HEBEI EARTHQUAKE REHABILITATION PROJECT,1998-05-29 00:00:00+00:00,5,2000-12-31 00:00:00+00:00,41100000.0,0,28400000,28400000,http://projects.worldbank.org/P056491/hebei-earthquake-rehabilitation-project?lang=en,Other Industry; Trade and Services,1998,CHN,,,,,,
49582,Europe and Central Asia,Republic of Uzbekistan,PE,Specific Investment Loan,IN,Closed,Tashkent Solid Waste Management Project,1998-05-21 00:00:00+00:00,5,2006-06-30 00:00:00+00:00,56000000.0,24000000,0,24000000,http://projects.worldbank.org/P049582/tashkent-solid-waste-management-project?lang=en,Waste Management,1998,UZB,,,,,,
35645,Africa,Republic of Benin,PE,Specific Investment Loan,IN,Closed,Social Fund,1998-05-19 00:00:00+00:00,5,2003-12-31 00:00:00+00:00,19500000.0,0,16700000,16700000,http://projects.worldbank.org/P035645/social-fund?lang=en,Primary Education,1998,BEN,Benin,2455092582.30927,6470265.0,62.301,18.1177425384521,27.0485987938985
45483,Europe and Central Asia,Bosnia and Herzegovina,PE,Specific Investment Loan,IN,Closed,Electric Power Reconstruction 2 Project,1998-05-19 00:00:00+00:00,5,2001-12-31 00:00:00+00:00,170000000.0,0,25000000,25000000,http://projects.worldbank.org/P045483/electric-power-reconstruction-2-project?lang=en,Power,1998,BIH,Bosnia and Herzegovina,4116699437.4041,3750485.0,60.652,98.5077209472656,42.1875
50892,Europe and Central Asia,Bosnia and Herzegovina,PE,Specific Investment Loan,IN,Closed,Emergency Pilot Credit for Republika Srpska,1998-05-19 00:00:00+00:00,5,2000-06-30 00:00:00+00:00,40000000.0,0,5000000,5000000,http://projects.worldbank.org/P050892/emergency-pilot-credit-republika-srpska?lang=en,Micro- and SME finance,1998,BIH,Bosnia and Herzegovina,4116699437.4041,3750485.0,60.652,98.5077209472656,42.1875
52297,Middle East and North Africa,Hashemite Kingdom of Jordan,PE,Specific Investment Loan,IN,Closed,Training & Employment Support Project,1998-05-19 00:00:00+00:00,5,2002-09-30 00:00:00+00:00,6000000.0,5000000,0,5000000,http://projects.worldbank.org/P052297/training-employment-support-project?lang=en,Workforce Development and Vocational Education,1998,JOR,Jordan,7912327362.48237,4927912.0,20.761,98.5744476318359,12.0806890299184
57704,Middle East and North Africa,Arab Republic of Egypt,PE,Learning and Innovation Loan,IN,Closed,Port Sector Reform Project,1998-05-15 00:00:00+00:00,5,2000-06-30 00:00:00+00:00,2000000.0,0,2000000,2000000,http://projects.worldbank.org/P057704/port-sector-reform-project?lang=en,Central Government (Central Agencies),1998,EGY,"Egypt, Arab Rep.",84828807556.0803,67378056.0,57.296,96.679069519043,3.27451906173088
33965,Europe and Central Asia,Republic of Bulgaria,PE,Specific Investment Loan,IN,Closed,Environmental Remediation Pilot Project,1998-05-12 00:00:00+00:00,5,2002-12-31 00:00:00+00:00,25000000.0,16000000,0,16000000,http://projects.worldbank.org/P033965/environmental-remediation-pilot-project?lang=en,Other Water Supply; Sanitation and Waste Management,1998,BGR,Bulgaria,14630992956.1463,8256786.0,31.546,100.0,51.0259423302901
40818,Europe and Central Asia,Republic of Albania,PE,Specific Investment Loan,IN,Closed,Durres Port Project,1998-05-12 00:00:00+00:00,5,2004-12-31 00:00:00+00:00,23000000.0,0,16990000,16990000,http://projects.worldbank.org/P040818/durres-port-project?lang=en,Ports/Waterways,1998,ALB,Albania,2707123772.16195,3128530.0,59.399,100.0,41.5693430656934
40975,Europe and Central Asia,Republic of Albania,PE,Specific Investment Loan,IN,Closed,Land Development Project,1998-05-12 00:00:00+00:00,5,2005-03-31 00:00:00+00:00,15900000.0,0,10000000,10000000,http://projects.worldbank.org/P040975/land-development-project?lang=en,Other Water Supply; Sanitation and Waste Management,1998,ALB,Albania,2707123772.16195,3128530.0,59.399,100.0,41.5693430656934
45312,Europe and Central Asia,Republic of Albania,PE,Specific Investment Loan,IN,Closed,Health Recovery Project,1998-05-12 00:00:00+00:00,5,2005-01-31 00:00:00+00:00,28000000.0,0,17000000,17000000,http://projects.worldbank.org/P045312/health-recovery-project?lang=en,Health,1998,ALB,Albania,2707123772.16195,3128530.0,59.399,100.0,41.5693430656934
40721,Europe and Central Asia,Kyrgyz Republic,PE,Specific Investment Loan,IN,Closed,Agriculture Support Services Project (ASSP),1998-05-07 00:00:00+00:00,5,2008-06-30 00:00:00+00:00,30200000.0,0,14980000,14980000,http://projects.worldbank.org/P040721/agriculture-support-services-project-assp?lang=en,Agricultural Extension; Research; and Other Support Activities,1998,KGZ,Kyrgyz Republic,1645963749.83146,4769000.0,64.496,99.7439117431641,55.7351407716371
46042,Europe and Central Asia,Kyrgyz Republic,PE,Specific Investment Loan,IN,Closed,Irrigation Rehabilitation Project,1998-05-07 00:00:00+00:00,5,2006-05-31 00:00:00+00:00,46800000.0,0,35000000,35000000,http://projects.worldbank.org/P046042/irrigation-rehabilitation-project?lang=en,Irrigation and Drainage,1998,KGZ,Kyrgyz Republic,1645963749.83146,4769000.0,64.496,99.7439117431641,55.7351407716371
57007,Africa,Republic of Uganda,PE,Emergency Recovery Loan,IN,Closed,El Nino Emergency Road Repair Project,1998-05-07 00:00:00+00:00,5,2004-01-31 00:00:00+00:00,27600000.0,0,27600000,27600000,http://projects.worldbank.org/P057007/el-nino-emergency-road-repair-project?lang=en,Roads and highways,1998,UGA,Uganda,6584815846.52754,22551789.0,88.087,7.09845304489136,61.2682047945548
8788,Europe and Central Asia,Romania,PE,Technical Assistance Loan,IN,Closed,Telecommunications Reform & Privatization Project,1998-04-28 00:00:00+00:00,4,2003-06-30 00:00:00+00:00,44000000.0,30000000,0,30000000,http://projects.worldbank.org/P008788/telecommunications-reform-privatization-project?lang=en,Central Government (Central Agencies),1998,ROU,Romania,41976002703.9207,22507344.0,46.689,100.0,64.2318916329108
35771,Europe and Central Asia,Republic of Moldova,PE,Specific Investment Loan,IN,Closed,First Cadastre Project,1998-04-23 00:00:00+00:00,4,2007-06-30 00:00:00+00:00,24600000.0,0,15900000,15900000,http://projects.worldbank.org/P035771/first-cadastre-project?lang=en,Central Government (Central Agencies),1998,MDA,Moldova,1639497206.70391,3652732.0,53.998,97.5842666625977,77.6663628076573
41807,Latin America and Caribbean,Republica Bolivariana de Venezuela,PE,Technical Assistance Loan,IN,Closed,PUBLIC SECTOR LEGISLATIVE AND ADMINISTRATIVE MODERNIZATION PROJECT (FORMER PUB SEC MOD & DECEN),1998-04-23 00:00:00+00:00,4,2006-04-01 00:00:00+00:00,20000000.0,8000000,0,8000000,http://projects.worldbank.org/P041807/public-sector-legislative-administrative-modernization-project-former-pub-sec-mod-decen?lang=en,Sub-National Government,1998,,,,,,,
1568,Africa,Republic of Madagascar,PE,Specific Investment Loan,IN,Closed,Second Community Nutrition Project,1998-04-21 00:00:00+00:00,4,2011-07-31 00:00:00+00:00,41900000.0,0,27600000,27600000,http://projects.worldbank.org/P001568/second-community-nutrition-project?lang=en,Health,1998,MDG,Madagascar,3738704467.51878,14808791.0,73.414,12.935396194458,66.1863328403893
55446,East Asia and Pacific,The Independent State of Papua New Guine,PE,Emergency Recovery Loan,IN,Closed,EMERGENCY EL NINO DROUGHT RESPONSE PROJECT,1998-04-21 00:00:00+00:00,4,2002-06-30 00:00:00+00:00,5500000.0,5000000,0,5000000,http://projects.worldbank.org/P055446/emergency-el-nino-drought-response-project?lang=en,Other Water Supply; Sanitation and Waste Management,1998,,,,,,,
45644,Africa,Republic of Angola,PE,Learning and Innovation Loan,IN,Closed,Post Conflict Social Reconstruction Project,1998-04-15 00:00:00+00:00,4,2003-01-30 00:00:00+00:00,5000000.0,0,5000000,5000000,http://projects.worldbank.org/P045644/post-conflict-social-reconstruction-project?lang=en,Social Protection,1998,AGO,Angola,6506619144.60285,15504318.0,69.025,20.6754951477051,37.4192315713484
8985,Europe and Central Asia,Republic of Turkey,PE,Specific Investment Loan,IN,Closed,Cesme Alacati Water Supply & Sewerage Project,1998-04-14 00:00:00+00:00,4,2004-12-31 00:00:00+00:00,24000000.0,13100000,0,13100000,http://projects.worldbank.org/P008985/cesme-alacati-water-supply-sewerage-project?lang=en,Sewerage,1998,TUR,,,,,,
55974,Latin America and Caribbean,Plurinational State of Bolivia,PE,Emergency Recovery Loan,IN,Closed,El Nino Emergency Assistance Project,1998-04-14 00:00:00+00:00,4,2001-03-31 00:00:00+00:00,27500000.0,0,25000000,25000000,http://projects.worldbank.org/P055974/el-nino-emergency-assistance-project?lang=en,Water Supply,1998,BOL,Bolivia,8497545598.08352,8026254.0,39.134,71.2,34.1382811778824
50713,Latin America and Caribbean,Argentine Republic,PE,Learning and Innovation Loan,IN,Closed,Model Court Development Project,1998-04-08 00:00:00+00:00,4,2005-08-31 00:00:00+00:00,5000000.0,5000000,0,5000000,http://projects.worldbank.org/P050713/model-court-development-project?lang=en,Law and Justice,1998,ARG,,,,,,
6559,Latin America and Caribbean,Federative Republic of Brazil,PE,Sector Investment and Maintenance Loan,IN,Closed,Sao Paulo Integrated Urban Transport Project (Barra Funda Roosevelt Link/Integracao Centro,1998-04-07 00:00:00+00:00,4,2004-12-31 00:00:00+00:00,95100000.0,45000000,0,45000000,http://projects.worldbank.org/P006559/sao-paulo-integrated-urban-transport-project-barra-funda-roosevelt-linkintegracao-centro?lang=en,Other Transportation,1998,BRA,,,,,,
35617,Africa,Republic of Mali,PE,Specific Investment Loan,IN,Closed,Grassroots Initiative to Fight Hunger and Poverty Project,1998-04-07 00:00:00+00:00,4,2004-01-31 00:00:00+00:00,21500000.0,0,21500000,21500000,http://projects.worldbank.org/P035617/grassroots-initiative-fight-hunger-poverty-project?lang=en,Central Government (Central Agencies),1998,MLI,,,,,,
50762,Latin America and Caribbean,Federative Republic of Brazil,PE,Specific Investment Loan,IN,Closed,School Improvement Project FUNDESCOLA (01),1998-04-02 00:00:00+00:00,4,2001-06-30 00:00:00+00:00,125000000.0,62500000,0,62500000,http://projects.worldbank.org/P050762/school-improvement-project-fundescola-01?lang=en,Primary Education,1998,BRA,,,,,,
825,Africa,Republic of The Gambia,PE,Specific Investment Loan,IN,Closed,Part. Health/Pop./Nut.,1998-03-31 00:00:00+00:00,3,2005-06-30 00:00:00+00:00,18000000.0,0,18000000,18000000,http://projects.worldbank.org/P000825/part-healthpopnut?lang=en,Health,1998,GMB,,,,,,
35689,Africa,Islamic Republic of Mauritania,PE,Specific Investment Loan,IN,Closed,Health Sector Investment Program,1998-03-31 00:00:00+00:00,3,2004-12-31 00:00:00+00:00,24000000.0,0,24000000,24000000,http://projects.worldbank.org/P035689/health-sector-investment-program?lang=en,Health,1998,MRT,Mauritania,1375115534.0733,2549223.0,52.357,15.823296546936,38.5660230911031
36048,East Asia and Pacific,Republic of Indonesia,PE,Adaptable Program Loan,IN,Closed,Coral Reef Rehabilitation and Management Project (COREMAP),1998-03-31 00:00:00+00:00,3,2004-07-31 00:00:00+00:00,12800000.0,6900000,0,6900000,http://projects.worldbank.org/P036048/coral-reef-rehabilitation-management-project-coremap?lang=en,Other Education,1998,IDN,,,,,,
37095,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,IN,Closed,Maluku Regional Development Project,1998-03-31 00:00:00+00:00,3,2000-12-31 00:00:00+00:00,20500000.0,16300000,0,16300000,http://projects.worldbank.org/P037095/maluku-regional-development-project?lang=en,Micro- and SME finance,1998,IDN,,,,,,
3606,East Asia and Pacific,People's Republic of China,PE,Specific Investment Loan,IN,Closed,Energy Conservation Project,1998-03-26 00:00:00+00:00,3,2006-06-30 00:00:00+00:00,146300000.0,63000000,0,63000000,http://projects.worldbank.org/P003606/energy-conservation-project?lang=en,Other Energy and Extractives,1998,CHN,,,,,,
1670,Africa,Republic of Malawi,PE,Specific Investment Loan,IN,Closed,Secondary Education Project,1998-03-24 00:00:00+00:00,3,2005-12-31 00:00:00+00:00,54700000.0,0,48200000,48200000,http://projects.worldbank.org/P001670/secondary-education-project?lang=en,Secondary Education,1998,MWI,Malawi,1750584265.28754,10704744.0,85.616,4.37575578689575,48.5787017394994
4566,East Asia and Pacific,Republic of the Philippines,PE,Specific Investment Loan,IN,Closed,EARLY CHILDHOOD DEVELOPMENT,1998-03-24 00:00:00+00:00,3,2005-11-30 00:00:00+00:00,44000000.0,19000000,0,19000000,http://projects.worldbank.org/P004566/early-childhood-development?lang=en,Health,1998,PHL,Philippines,72207028766.664,74693695.0,51.89,71.3,37.8475366401717
4595,East Asia and Pacific,Republic of the Philippines,PE,Specific Investment Loan,IN,Closed,Community Based Resource Management Project,1998-03-24 00:00:00+00:00,3,2007-06-30 00:00:00+00:00,67500000.0,50000000,0,50000000,http://projects.worldbank.org/P004595/community-based-resource-management-project?lang=en,Other Agriculture; Fishing and Forestry,1998,PHL,Philippines,72207028766.664,74693695.0,51.89,71.3,37.8475366401717
40551,Africa,Republic of Uganda,PE,Specific Investment Loan,IN,Closed,Nutrit. Child Dev.,1998-03-24 00:00:00+00:00,3,2005-06-30 00:00:00+00:00,40000000.0,0,34000000,34000000,http://projects.worldbank.org/P040551/nutrit-child-dev?lang=en,Health,1998,UGA,Uganda,6584815846.52754,22551789.0,88.087,7.09845304489136,61.2682047945548
49477,South Asia,Republic of India,PE,Specific Investment Loan,IN,Closed,Kerala Forestry Project,1998-03-24 00:00:00+00:00,3,2003-12-31 00:00:00+00:00,45000000.0,0,39000000,39000000,http://projects.worldbank.org/P049477/kerala-forestry-project?lang=en,Forestry,1998,IND,,,,,,
51386,East Asia and Pacific,Republic of the Philippines,PE,Specific Investment Loan,IN,Closed,Szopad Social Fund Project,1998-03-24 00:00:00+00:00,3,2002-12-31 00:00:00+00:00,15300000.0,10000000,0,10000000,http://projects.worldbank.org/P051386/szopad-social-fund-project?lang=en,Roads and highways,1998,PHL,Philippines,72207028766.664,74693695.0,51.89,71.3,37.8475366401717
38687,Middle East and North Africa,Lebanese Republic,PE,Specific Investment Loan,IN,Closed,Vocational & Technical Education Project,1998-03-19 00:00:00+00:00,3,2003-12-31 00:00:00+00:00,68900000.0,63000000,0,63000000,http://projects.worldbank.org/P038687/vocational-technical-education-project?lang=en,Workforce Development and Vocational Education,1998,LBN,,,,,,
44973,East Asia and Pacific,Lao People's Democratic Republic,PE,Specific Investment Loan,IN,Closed,Southern Provinces Rural Electrification Project,1998-03-17 00:00:00+00:00,3,2004-12-31 00:00:00+00:00,34700000.0,0,34700000,34700000,http://projects.worldbank.org/P044973/southern-provinces-rural-electrification-project?lang=en,Power,1998,LAO,,,,,,
5746,Middle East and North Africa,Republic of Tunisia,PE,Sector Investment and Maintenance Loan,IN,Closed,Health Sector Loan Project,1998-03-10 00:00:00+00:00,3,2003-12-31 00:00:00+00:00,101000000.0,50000000,0,50000000,http://projects.worldbank.org/P005746/health-sector-loan-project?lang=en,Health,1998,TUN,Tunisia,21803372266.6198,9499395.0,37.347,93.2,60.6333676622039
35733,Latin America and Caribbean,Dominican Republic,PE,Learning and Innovation Loan,IN,Closed,National Environmental Policy Reform Project,1998-03-06 00:00:00+00:00,3,2002-10-31 00:00:00+00:00,3700000.0,3000000,0,3000000,http://projects.worldbank.org/P035733/national-environmental-policy-reform-project?lang=en,Central Government (Central Agencies),1998,DOM,Dominican Republic,21672526562.7869,8296375.0,39.898,86.744987487793,51.9561167460153
41280,Africa,Republic of Togo,PE,Specific Investment Loan,IN,Closed,PUBLIC ENTERPRISE RESTRUCTURING AND PRIVATIZATION SUPPORT PROJECT,1998-03-05 00:00:00+00:00,3,2002-06-30 00:00:00+00:00,20000000.0,0,30000000,30000000,http://projects.worldbank.org/P041280/public-enterprise-restructuring-privatization-support-project?lang=en,Central Government (Central Agencies),1998,,,,,,,
9574,South Asia,Kingdom of Bhutan,PE,Specific Investment Loan,IN,Closed,Education Project (02),1998-03-03 00:00:00+00:00,3,2005-09-30 00:00:00+00:00,21200000.0,0,13700000,13700000,http://projects.worldbank.org/P009574/education-project-02?lang=en,Primary Education,1998,BTN,,,,,,
40061,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,IN,Closed,Bengkulu Regional Development Project,1998-03-03 00:00:00+00:00,3,2005-12-31 00:00:00+00:00,25700000.0,20500000,0,20500000,http://projects.worldbank.org/P040061/bengkulu-regional-development-project?lang=en,Other Agriculture; Fishing and Forestry,1998,IDN,,,,,,
5521,Middle East and North Africa,Kingdom of Morocco,PE,Specific Investment Loan,IN,Closed,MA WATER RESOURCES MGMT.,1998-02-26 00:00:00+00:00,2,2004-12-31 00:00:00+00:00,25000000.0,20000000,0,20000000,http://projects.worldbank.org/P005521/ma-water-resources-mgmt?lang=en,Water Supply,1998,MAR,Morocco,41806219378.6181,28175263.0,47.322,65.6252746582031,69.4062289939503
40553,Europe and Central Asia,Republic of Latvia,PE,Specific Investment Loan,IN,Closed,Municipal Solid Waste Management Project,1998-02-26 00:00:00+00:00,2,2004-12-31 00:00:00+00:00,25200000.0,7950000,0,7950000,http://projects.worldbank.org/P040553/municipal-solid-waste-management-project?lang=en,Waste Management,1998,LVA,Latvia,7174985106.63648,2410019.0,31.549,100.0,28.1067703729892
52887,Africa,Union of the Comoros,PE,Specific Investment Loan,IN,Closed,Health Project,1998-02-26 00:00:00+00:00,2,2004-06-30 00:00:00+00:00,10000000.0,0,8400000,8400000,http://projects.worldbank.org/P052887/health-project?lang=en,Health,1998,COM,Comoros,215394066.068976,515385.0,71.832,34.8608856201172,69.8549167114455
54799,East Asia and Pacific,Kingdom of Thailand,PE,Specific Investment Loan,IN,Closed,Economic Management Assistance Project,1998-02-26 00:00:00+00:00,2,2003-02-28 00:00:00+00:00,15000000.0,15000000,0,15000000,http://projects.worldbank.org/P054799/economic-management-assistance-project?lang=en,Central Government (Central Agencies),1998,THA,,,,,,
49174,Europe and Central Asia,Ukraine,PE,Technical Assistance Loan,IN,Closed,Treasury Systems Project,1998-02-24 00:00:00+00:00,2,2004-12-31 00:00:00+00:00,26900000.0,16400000,0,16400000,http://projects.worldbank.org/P049174/treasury-systems-project?lang=en,Other Public Administration,1998,UKR,Ukraine,41883242906.7157,50143939.0,32.933,99.2192306518555,71.8235954086476
42399,Europe and Central Asia,Macedonia,PE,Specific Investment Loan,IN,Closed,Power System Improvement Project,1998-02-17 00:00:00+00:00,2,2005-06-30 00:00:00+00:00,52000000.0,35000000,0,35000000,http://projects.worldbank.org/P042399/power-system-improvement-project?lang=en,Power,1998,,,,,,,
45629,East Asia and Pacific,Kingdom of Cambodia,PE,Specific Investment Loan,IN,Closed,URBAN WATER SUPPLY PROJECT,1998-02-17 00:00:00+00:00,2,2004-03-31 00:00:00+00:00,39800000.0,0,30960000,30960000,http://projects.worldbank.org/P045629/urban-water-supply-project?lang=en,Water Supply,1998,KHM,Cambodia,3120425502.58253,11597739.0,81.645,18.67,26.2293224563789
55573,Europe and Central Asia,Georgia,PE,Learning and Innovation Loan,IN,Closed,Cultural Heritage Project,1998-02-13 00:00:00+00:00,2,2003-12-31 00:00:00+00:00,5000000.0,0,4490000,4490000,http://projects.worldbank.org/P055573/cultural-heritage-project?lang=en,Social Protection,1998,GEO,,,,,,
1921,Africa,Republic of Mauritius,PE,Specific Investment Loan,IN,Closed,Environmental Sewerage and Sanitation Project,1998-02-12 00:00:00+00:00,2,2006-12-31 00:00:00+00:00,65600000.0,12400000,0,12400000,http://projects.worldbank.org/P001921/environmental-sewerage-sanitation-project?lang=en,Sewerage,1998,MUS,,,,,,
39015,Africa,Republic of Mozambique,PE,Specific Investment Loan,IN,Closed,National Water Development Project (01),1998-02-12 00:00:00+00:00,2,2005-10-31 00:00:00+00:00,37200000.0,0,36000000,36000000,http://projects.worldbank.org/P039015/national-water-development-project-01?lang=en,Water Supply,1998,MOZ,,,,,,
6050,Latin America and Caribbean,Argentine Republic,PE,Specific Investment Loan,IN,Closed,Pollution Management Project,1998-02-10 00:00:00+00:00,2,2005-12-31 00:00:00+00:00,36000000.0,18000000,0,18000000,http://projects.worldbank.org/P006050/pollution-management-project?lang=en,Other Industry; Trade and Services,1998,ARG,,,,,,
51602,Europe and Central Asia,Republic of Albania,PE,Specific Investment Loan,IN,Closed,Private Industry Recovery Project,1998-02-10 00:00:00+00:00,2,2003-01-31 00:00:00+00:00,20300000.0,0,10250000,10250000,http://projects.worldbank.org/P051602/private-industry-recovery-project?lang=en,Other Industry; Trade and Services,1998,ALB,Albania,2707123772.16195,3128530.0,59.399,100.0,41.5693430656934
55477,Latin America and Caribbean,Argentine Republic,PE,Technical Assistance Loan,IN,Closed,Second Mining Development Technical Assistance Project,1998-02-10 00:00:00+00:00,2,2001-09-30 00:00:00+00:00,46500000.0,39500000,0,39500000,http://projects.worldbank.org/P055477/second-mining-development-technical-assistance-project?lang=en,Renewable Energy Biomass,1998,ARG,,,,,,
